distance_m,num_walls,num_users,interference_level,frequency_band,signal_strength_dbm,throughput_mbps,latency_ms
10.62,6.0,21,medium,2.4GHz,-73.36,23.97,31.42
4.85,1.0,2,low,2.4GHz,-40.9,148.05,3.98
36.78,2.0,11,low,5GHz,-76.31,53.38,20.16
19.51,5.0,19,high,2.4GHz,-76.84,6.57,38.86
37.91,0.0,35,low,5GHz,,39.33,54.18
24.67,0.0,11,low,2.4GHz,-55.28,45.17,11.19
40.58,0.0,13,low,5GHz,-67.76,78.93,16.68
37.11,0.0,33,medium,2.4GHz,-65.7,14.49,52.18
38.32,5.0,2,low,2.4GHz,-79.99,34.72,15.95
21.75,2.0,45,low,2.4GHz,-65.26,13.61,185.87
48.08,0.0,49,low,2.4GHz,-64.16,15.44,500.0
20.56,4.0,41,low,2.4GHz,-69.88,12.39,100.17
39.76,2.0,48,medium,2.4GHz,-70.89,11.24,496.92
24.73,0.0,9,medium,2.4GHz,-59.11,38.43,14.56
12.14,6.0,11,low,2.4GHz,-69.67,31.1,13.74
31.63,4.0,44,low,5GHz,-85.83,13.27,164.27
23.72,3.0,12,high,5GHz,-81.2,21.87,34.99
13.57,6.0,36,medium,2.4GHz,-76.39,6.87,66.55
19.44,1.0,30,medium,5GHz,-64.09,48.85,43.28
8.42,4.0,15,low,2.4GHz,-62.51,28.64,16.06
49.36,5.0,22,low,2.4GHz,-83.48,6.5,33.67
32.34,0.0,23,low,2.4GHz,-57.96,32.55,21.24
9.09,1.0,45,low,5GHz,-52.73,72.08,181.09
38.35,0.0,27,low,2.4GHz,-63.25,26.46,26.72
30.29,3.0,22,low,2.4GHz,-71.43,13.94,22.73
36.27,4.0,34,high,5GHz,-95.0,4.44,80.67
29.43,1.0,7,low,5GHz,-65.93,110.09,12.76
3.49,0.0,17,low,2.4GHz,-37.64,55.66,13.59
10.56,3.0,28,low,2.4GHz,,23.08,28.98
38.55,2.0,31,high,2.4GHz,-78.61,7.32,58.92
37.84,0.0,6,high,2.4GHz,-64.8,32.49,22.22
37.82,4.0,16,low,2.4GHz,-77.1,13.42,25.04
1.25,5.0,23,high,5GHz,-51.69,62.23,37.36
40.35,2.0,1,low,5GHz,-78.14,148.36,11.06
22.24,2.0,29,medium,5GHz,-72.38,38.12,44.43
34.84,1.0,43,medium,5GHz,-73.95,26.95,137.74
13.97,2.0,48,high,5GHz,-69.63,20.83,500.0
38.59,3.0,33,low,5GHz,-81.69,20.35,52.84
49.12,6.0,15,medium,2.4GHz,-88.99,5.69,35.14
13.05,1.0,36,medium,5GHz,-61.89,57.55,58.52
39.32,5.0,33,low,2.4GHz,-78.02,5.84,53.81
30.45,3.0,2,medium,2.4GHz,-71.95,47.01,16.02
14.02,3.0,1,high,5GHz,-79.96,81.91,29.03
15.07,2.0,50,medium,5GHz,-69.01,35.02,500.0
36.72,6.0,44,medium,2.4GHz,-86.05,1.21,168.61
14.58,0.0,21,medium,2.4GHz,-50.89,29.44,25.12
2.87,1.0,16,medium,5GHz,-39.4,134.14,17.59
43.76,2.0,5,medium,2.4GHz,-75.15,23.1,20.79
29.65,4.0,13,medium,5GHz,-90.64,11.94,29.96
38.04,2.0,5,low,5GHz,-78.5,71.44,17.87
30.36,6.0,6,low,5GHz,-95.0,,24.39
26.06,1.0,43,low,5GHz,-64.28,50.94,131.62
38.61,3.0,40,medium,5GHz,-89.37,8.97,103.17
2.09,3.0,40,low,5GHz,-43.34,89.63,81.08
15.94,2.0,3,low,2.4GHz,-60.28,75.67,5.76
31.56,0.0,19,low,2.4GHz,-60.68,32.53,17.17
47.23,5.0,31,high,5GHz,-95.0,0.5,67.6
19.99,1.0,28,high,2.4GHz,-66.93,10.04,46.03
48.78,0.0,16,low,5GHz,-70.26,60.51,19.41
37.89,3.0,21,medium,5GHz,-87.16,10.65,37.88
24.5,1.0,36,medium,5GHz,-67.76,37.53,64.14
21.74,4.0,43,low,2.4GHz,-69.87,19.16,130.55
6.91,5.0,49,low,5GHz,-68.07,39.47,500.0
30.95,1.0,36,low,5GHz,-67.63,44.54,56.45
3.09,0.0,14,low,2.4GHz,-29.16,71.63,12.36
21.74,0.0,46,low,5GHz,-61.55,50.22,234.28
12.27,0.0,31,low,2.4GHz,-46.8,30.87,36.14
47.84,3.0,39,high,5GHz,-92.38,3.61,106.5
18.48,2.0,19,medium,2.4GHz,-62.41,18.59,24.88
24.72,5.0,28,low,2.4GHz,-75.05,11.62,37.49
19.09,2.0,26,low,5GHz,-68.61,48.86,25.68
7.29,4.0,37,low,2.4GHz,-58.01,23.91,59.73
17.95,3.0,5,low,5GHz,-71.03,104.73,12.09
39.06,2.0,28,low,2.4GHz,-71.52,14.51,34.99
31.25,5.0,11,low,5GHz,-92.24,3.39,23.64
22.15,3.0,9,low,2.4GHz,-65.39,38.54,8.18
41.12,3.0,40,medium,2.4GHz,-77.11,,96.03
0.71,3.0,28,medium,5GHz,-29.01,120.29,35.06
41.42,4.0,18,low,2.4GHz,-78.3,6.98,25.03
3.45,2.0,34,low,5GHz,-45.52,98.13,46.91
43.58,0.0,1,low,5GHz,-66.91,285.0,8.55
47.4,2.0,46,low,5GHz,-82.53,13.95,245.56
41.05,2.0,17,low,2.4GHz,,27.16,15.98
1.47,6.0,6,low,2.4GHz,-44.1,77.79,5.97
26.55,6.0,34,high,5GHz,-95.0,1.85,78.04
41.53,1.0,43,medium,5GHz,-77.72,22.93,140.62
27.48,2.0,49,high,2.4GHz,-71.79,7.74,500.0
18.32,3.0,38,medium,5GHz,-75.69,24.62,77.77
23.8,1.0,43,medium,2.4GHz,-63.59,15.97,136.34
4.49,0.0,16,low,2.4GHz,-36.67,58.42,11.42
25.07,6.0,38,low,2.4GHz,-78.38,7.68,79.07
1.88,4.0,1,medium,2.4GHz,-46.12,161.63,7.81
32.38,2.0,47,high,2.4GHz,-74.65,9.29,337.61
19.83,1.0,41,medium,5GHz,-62.9,43.77,101.04
9.97,3.0,33,low,5GHz,-66.23,53.45,42.49
1.36,1.0,47,high,5GHz,,75.42,330.42
46.14,1.0,26,medium,2.4GHz,-72.01,15.44,35.98
28.04,6.0,17,low,2.4GHz,-81.53,9.25,24.04
32.52,4.0,27,low,2.4GHz,-72.61,11.58,36.34
39.08,2.0,3,medium,5GHz,-80.76,57.65,23.07
31.52,1.0,48,medium,2.4GHz,-68.15,9.12,490.38
20.95,5.0,26,medium,5GHz,-88.71,6.53,45.7
31.57,4.0,1,high,2.4GHz,-79.02,35.44,27.62
13.0,5.0,31,medium,5GHz,-79.08,25.02,50.67
28.29,5.0,26,low,2.4GHz,-80.7,13.91,39.47
10.68,2.0,50,low,5GHz,-58.67,52.56,500.0
45.91,4.0,39,medium,2.4GHz,-81.98,4.56,90.54
25.72,2.0,14,low,2.4GHz,-61.11,27.97,12.0
12.08,0.0,2,medium,2.4GHz,-48.27,110.49,8.9
32.16,0.0,22,low,2.4GHz,-56.99,35.67,20.04
4.97,0.0,42,low,5GHz,-40.05,92.33,106.6
21.98,6.0,37,low,2.4GHz,-79.71,13.77,69.17
43.37,5.0,43,medium,2.4GHz,-84.02,4.78,144.68
38.51,2.0,42,medium,5GHz,-82.83,15.41,126.09
35.32,6.0,27,low,5GHz,-95.0,0.5,45.04
23.79,5.0,41,low,5GHz,-91.11,6.79,109.77
22.62,0.0,42,low,2.4GHz,-57.33,25.38,108.91
1.06,1.0,6,medium,2.4GHz,-23.69,96.57,7.13
30.2,2.0,8,low,2.4GHz,-66.42,37.15,7.44
29.06,5.0,12,low,2.4GHz,-79.08,14.89,19.32
0.76,4.0,48,low,2.4GHz,-29.59,,484.39
7.28,2.0,43,low,2.4GHz,-51.52,29.47,127.24
1.12,5.0,3,low,5GHz,-43.62,331.4,2.89
13.03,2.0,47,high,2.4GHz,-60.53,14.47,331.16
0.69,6.0,2,medium,5GHz,-45.9,331.3,11.96
21.16,5.0,39,low,5GHz,-83.39,9.4,89.68
24.08,4.0,27,low,2.4GHz,-71.66,15.08,32.81
22.14,0.0,33,low,5GHz,-56.06,71.56,40.63
10.37,1.0,37,low,5GHz,-53.98,72.16,58.81
26.42,6.0,44,low,5GHz,-93.87,0.75,166.82
40.8,5.0,36,low,2.4GHz,,2.87,69.33
14.92,1.0,28,low,2.4GHz,-55.44,22.56,26.94
15.97,6.0,28,low,5GHz,-88.99,6.46,40.2
27.37,2.0,49,low,5GHz,-76.23,21.23,500.0
12.07,2.0,40,medium,5GHz,-66.86,36.19,90.91
17.22,2.0,32,medium,5GHz,-67.5,44.01,51.06
22.9,3.0,31,low,5GHz,-75.68,36.13,42.56
19.62,5.0,15,medium,5GHz,-86.84,14.59,29.41
41.0,1.0,43,low,5GHz,-69.88,39.53,131.23
42.53,6.0,36,low,2.4GHz,-83.91,2.62,63.75
20.44,2.0,6,medium,2.4GHz,-61.96,39.42,12.43
22.67,6.0,40,low,2.4GHz,-76.95,8.87,91.49
47.87,6.0,50,medium,2.4GHz,-89.94,1.46,500.0
25.4,3.0,37,low,5GHz,-78.39,26.03,71.13
49.66,0.0,45,low,5GHz,-69.87,38.55,189.0
38.26,4.0,40,medium,5GHz,-95.0,3.26,107.47
13.58,5.0,45,medium,2.4GHz,-69.94,16.48,193.84
11.84,6.0,30,medium,2.4GHz,-71.36,12.49,38.0
8.37,0.0,19,low,5GHz,-47.94,121.36,18.96
40.4,5.0,24,high,2.4GHz,-88.92,6.71,48.41
15.69,2.0,48,low,2.4GHz,-58.17,20.57,481.21
33.95,5.0,35,high,2.4GHz,-83.98,2.88,75.37
27.24,4.0,8,low,5GHz,-82.51,32.38,19.73
41.39,6.0,20,high,5GHz,-95.0,0.5,52.38
37.67,0.0,4,high,5GHz,-77.16,54.91,32.4
3.66,3.0,45,low,2.4GHz,-45.63,29.06,180.05
17.25,4.0,20,low,2.4GHz,-65.84,25.56,19.2
26.24,2.0,4,medium,2.4GHz,-70.34,,13.25
40.28,2.0,47,low,5GHz,-82.56,12.74,331.58
35.84,2.0,43,low,2.4GHz,-67.6,11.52,131.37
27.7,5.0,49,high,2.4GHz,-79.61,4.92,500.0
40.51,1.0,18,medium,5GHz,-76.82,31.68,27.75
22.03,6.0,25,medium,5GHz,-94.61,1.11,48.24
3.26,1.0,26,high,5GHz,-46.17,75.14,41.74
43.59,2.0,38,medium,5GHz,-83.97,15.65,84.6
26.57,6.0,42,medium,5GHz,-95.0,0.5,130.4
40.52,0.0,27,medium,5GHz,-70.45,42.77,35.28
19.91,2.0,28,low,2.4GHz,-61.29,21.9,29.41
29.63,5.0,6,low,2.4GHz,-76.27,26.7,15.27
16.89,2.0,10,medium,2.4GHz,-57.85,39.4,14.52
20.77,1.0,33,medium,2.4GHz,-67.22,7.67,50.59
7.8,0.0,23,low,5GHz,-44.24,117.58,20.67
37.21,1.0,8,low,2.4GHz,-67.0,35.61,14.4
14.37,1.0,6,high,2.4GHz,-61.8,30.39,17.92
15.44,6.0,33,low,5GHz,-87.18,8.7,53.25
18.03,3.0,45,medium,2.4GHz,-66.3,12.24,191.13
21.89,1.0,13,medium,2.4GHz,-60.49,29.2,12.94
29.02,5.0,28,low,2.4GHz,-76.75,7.87,37.74
34.3,4.0,14,medium,2.4GHz,-79.54,10.0,30.54
33.95,2.0,41,medium,2.4GHz,-73.2,6.59,109.38
21.47,1.0,34,low,2.4GHz,-60.62,22.44,47.36
24.35,1.0,18,low,5GHz,-65.46,67.66,14.5
7.45,4.0,24,low,2.4GHz,-55.57,26.35,22.11
26.31,5.0,27,medium,5GHz,,7.29,48.43
43.91,4.0,42,low,2.4GHz,-78.85,11.45,119.66
23.29,3.0,25,high,2.4GHz,-73.45,,45.39
46.93,3.0,35,high,2.4GHz,-80.43,6.18,76.15
8.21,,24,high,2.4GHz,-72.45,12.31,46.51
36.98,3.0,15,medium,2.4GHz,-78.24,18.99,25.97
35.55,4.0,31,medium,2.4GHz,-79.03,1.73,49.42
34.24,1.0,39,medium,2.4GHz,-64.88,16.05,81.47
33.31,3.0,49,high,2.4GHz,-81.27,8.08,500.0
1.6,0.0,4,medium,5GHz,-28.33,320.93,9.52
37.24,3.0,49,low,2.4GHz,-73.16,9.13,500.0
25.23,5.0,37,low,2.4GHz,-76.56,6.78,68.09
26.45,4.0,14,medium,2.4GHz,-77.11,9.38,27.71
3.02,6.0,20,medium,5GHz,-69.17,43.93,23.93
9.82,2.0,34,medium,2.4GHz,-55.56,22.53,48.92
45.59,5.0,16,low,5GHz,-95.0,6.82,34.49
16.12,5.0,17,low,5GHz,-81.41,28.63,22.43
20.0,4.0,27,low,2.4GHz,-67.86,17.41,31.64
9.87,5.0,35,medium,5GHz,-81.48,16.16,63.41
31.79,3.0,46,medium,5GHz,-82.9,11.84,253.54
37.16,2.0,43,medium,5GHz,-79.3,22.11,141.65
46.1,4.0,13,medium,2.4GHz,-82.33,7.12,28.56
28.32,2.0,10,low,5GHz,-72.0,73.01,13.64
14.14,4.0,50,low,5GHz,-77.08,33.6,500.0
4.01,6.0,47,medium,2.4GHz,-57.57,17.79,321.04
13.67,0.0,30,low,2.4GHz,-49.48,26.9,35.56
31.11,4.0,35,medium,2.4GHz,-77.06,15.34,65.58
48.72,2.0,13,low,5GHz,-83.99,20.59,23.66
4.42,0.0,31,low,2.4GHz,-38.57,42.91,36.54
19.72,1.0,35,low,2.4GHz,-59.8,24.45,46.89
33.53,5.0,15,medium,2.4GHz,-77.47,10.92,26.9
28.94,2.0,37,high,5GHz,-78.01,13.28,85.49
32.76,0.0,19,medium,5GHz,-65.89,62.84,23.94
23.43,5.0,27,low,5GHz,,9.61,40.8
13.72,1.0,3,medium,5GHz,-62.28,164.34,8.54
24.4,2.0,7,low,5GHz,-70.93,92.29,12.26
19.39,1.0,32,low,5GHz,-65.55,54.99,37.69
35.61,5.0,41,low,5GHz,-91.11,0.5,112.58
9.0,6.0,29,medium,2.4GHz,-72.21,14.79,43.54
25.06,6.0,41,medium,2.4GHz,-83.31,5.12,113.66
47.97,0.0,41,medium,2.4GHz,-66.53,15.8,106.83
26.82,6.0,39,medium,5GHz,-95.0,9.34,95.66
12.24,4.0,42,low,5GHz,-71.37,32.7,113.49
46.82,5.0,38,medium,5GHz,-95.0,2.8,88.78
12.59,0.0,42,low,5GHz,-57.09,62.7,108.6
37.68,5.0,20,medium,2.4GHz,-84.14,7.94,37.12
5.92,2.0,20,medium,5GHz,-56.85,76.15,18.89
42.68,2.0,25,low,2.4GHz,-69.25,19.04,28.95
9.44,6.0,27,medium,2.4GHz,-72.52,16.55,40.1
20.01,5.0,34,low,2.4GHz,-77.48,15.23,55.88
48.3,3.0,28,low,2.4GHz,-78.03,11.43,34.84
29.18,4.0,9,high,2.4GHz,-77.88,7.96,30.73
13.57,2.0,20,low,2.4GHz,-53.7,38.16,16.35
0.53,6.0,31,high,5GHz,-49.95,52.96,51.45
0.84,0.0,2,medium,2.4GHz,-22.07,169.07,9.69
14.09,4.0,6,high,2.4GHz,-70.16,20.39,23.47
26.58,0.0,47,low,2.4GHz,-56.33,18.16,320.15
24.5,3.0,43,medium,5GHz,-76.23,23.08,139.87
46.13,3.0,30,medium,5GHz,-88.48,10.5,53.47
38.32,5.0,6,low,2.4GHz,-78.76,21.66,20.09
46.27,6.0,13,low,5GHz,-95.0,0.5,30.22
25.83,5.0,39,high,2.4GHz,-78.13,1.01,97.14
22.61,6.0,37,low,5GHz,-94.46,2.21,76.61
28.52,0.0,12,low,5GHz,-63.55,94.36,12.78
18.92,3.0,4,low,2.4GHz,-69.38,46.82,9.0
10.94,4.0,47,low,2.4GHz,-60.57,20.82,313.71
41.91,0.0,37,low,5GHz,-65.72,50.97,62.64
34.19,4.0,33,medium,2.4GHz,-76.48,5.88,57.88
16.62,0.0,44,low,2.4GHz,-54.47,14.5,147.66
22.59,4.0,22,high,2.4GHz,-78.78,3.14,43.53
11.66,1.0,6,medium,2.4GHz,-51.31,61.39,16.31
28.36,6.0,3,low,2.4GHz,,28.76,16.95
18.24,2.0,49,low,5GHz,-69.02,31.68,500.0
43.84,4.0,31,low,2.4GHz,-81.24,2.93,48.47
26.65,4.0,38,medium,5GHz,-86.1,13.95,86.07
20.88,6.0,19,low,5GHz,-88.63,10.85,32.03
37.61,2.0,6,high,5GHz,-83.56,26.74,34.29
45.3,2.0,40,medium,5GHz,-80.72,12.51,101.53
40.96,4.0,40,high,2.4GHz,-84.76,2.61,114.62
25.0,0.0,40,medium,2.4GHz,-60.33,22.65,89.77
18.14,3.0,26,low,2.4GHz,-64.11,21.3,29.86
33.28,2.0,35,low,5GHz,-78.31,24.88,58.64
40.93,6.0,16,low,2.4GHz,,7.85,20.77
48.94,3.0,14,low,2.4GHz,-77.42,19.38,17.1
23.13,5.0,2,low,2.4GHz,-74.85,47.96,11.1
33.58,5.0,9,low,2.4GHz,-79.75,16.54,17.1
15.01,1.0,22,low,2.4GHz,-52.68,32.08,19.55
4.83,4.0,25,low,5GHz,-65.19,63.74,23.82
13.03,4.0,23,low,2.4GHz,-63.9,25.16,24.47
1.22,3.0,23,low,5GHz,-39.37,133.05,15.61
25.72,1.0,11,medium,5GHz,-67.99,72.99,18.84
18.97,3.0,34,high,5GHz,-81.35,15.95,73.11
34.07,0.0,23,medium,2.4GHz,-63.88,21.43,29.23
30.96,6.0,27,medium,5GHz,-95.0,0.5,50.88
8.81,0.0,30,medium,5GHz,-52.97,73.66,43.29
33.85,0.0,25,low,2.4GHz,-58.6,30.4,21.25
9.78,0.0,28,low,5GHz,-47.69,99.99,27.62
0.79,1.0,25,low,2.4GHz,-21.71,57.51,23.28
48.52,1.0,19,low,2.4GHz,-73.76,17.52,22.72
1.84,4.0,26,low,2.4GHz,-37.37,42.56,25.45
17.42,0.0,35,high,5GHz,-62.8,34.69,65.24
32.06,4.0,44,low,2.4GHz,-73.4,11.2,158.25
18.83,2.0,5,medium,5GHz,-70.89,90.48,20.09
19.37,2.0,9,low,5GHz,-65.04,100.63,4.55
36.28,3.0,7,medium,5GHz,-87.98,18.38,27.98
30.31,0.0,1,low,5GHz,-62.31,343.91,6.53
26.16,3.0,42,medium,2.4GHz,-67.48,9.79,122.48
44.37,3.0,12,low,5GHz,-88.59,15.38,27.31
5.85,5.0,15,medium,2.4GHz,-61.02,26.07,19.9
23.75,1.0,16,low,5GHz,-65.84,78.41,15.44
12.33,0.0,44,high,2.4GHz,-53.4,12.24,164.83
2.32,0.0,31,medium,5GHz,-29.96,,43.37
48.96,6.0,6,medium,5GHz,-95.0,5.46,32.13
36.83,2.0,43,low,5GHz,-78.09,23.3,133.18
11.2,1.0,50,medium,2.4GHz,-53.43,24.62,500.0
20.42,0.0,36,low,5GHz,-61.36,61.86,55.24
11.69,1.0,25,low,5GHz,-58.71,78.49,22.46
34.4,3.0,50,low,2.4GHz,-72.17,11.18,500.0
17.85,6.0,3,high,2.4GHz,-80.89,18.52,29.04
46.03,5.0,1,low,5GHz,-95.0,10.95,22.09
10.77,5.0,39,medium,2.4GHz,-71.49,13.64,85.24
17.82,0.0,10,low,5GHz,-56.09,131.55,10.22
46.62,4.0,3,medium,5GHz,-93.27,6.9,33.58
44.29,3.0,5,low,2.4GHz,-79.38,21.67,14.81
15.01,1.0,23,high,2.4GHz,-57.32,18.03,35.8
24.41,3.0,34,low,2.4GHz,-64.04,21.87,46.98
44.24,4.0,23,medium,5GHz,-91.86,4.22,43.05
33.7,0.0,22,high,5GHz,-71.73,34.28,41.76
32.05,6.0,8,medium,2.4GHz,-84.62,10.18,25.68
33.2,5.0,16,low,5GHz,-94.34,2.89,30.0
46.09,6.0,48,high,5GHz,-95.0,0.5,500.0
26.1,0.0,16,low,5GHz,-63.24,85.21,15.08
9.5,0.0,18,medium,2.4GHz,-48.11,37.42,22.76
23.9,6.0,45,medium,2.4GHz,-80.55,4.54,198.94
36.58,6.0,4,low,2.4GHz,-82.01,,18.07
24.86,4.0,4,medium,2.4GHz,-74.84,25.96,15.65
16.01,1.0,45,low,5GHz,-63.08,49.83,185.99
33.48,2.0,16,high,5GHz,-79.83,18.93,38.25
22.79,5.0,12,low,2.4GHz,-76.16,16.59,20.16
48.16,6.0,25,high,5GHz,-95.0,3.17,58.14
17.93,4.0,2,medium,5GHz,-81.84,61.38,19.54
36.02,2.0,21,low,2.4GHz,-68.83,21.69,23.31
27.98,5.0,1,low,2.4GHz,-76.81,59.09,11.0
4.34,1.0,35,low,2.4GHz,-41.42,38.44,51.5
23.75,0.0,43,low,2.4GHz,-56.75,25.64,126.75
1.94,2.0,31,low,5GHz,-39.11,115.34,32.56
39.6,3.0,10,medium,5GHz,-87.46,17.25,27.4
36.86,4.0,41,medium,5GHz,-91.36,0.5,113.78
3.0,4.0,34,low,5GHz,-57.83,70.41,41.64
25.23,5.0,43,high,2.4GHz,-78.19,9.23,148.58
48.1,1.0,46,low,2.4GHz,-64.76,19.88,238.46
14.59,4.0,20,medium,2.4GHz,-66.6,20.68,24.4
45.26,0.0,49,medium,2.4GHz,-67.87,15.08,500.0
7.98,6.0,44,low,5GHz,-79.53,26.36,160.13
0.83,3.0,30,low,5GHz,-32.94,127.89,33.11
26.76,6.0,32,low,2.4GHz,-76.42,14.02,49.34
12.34,6.0,23,low,5GHz,-87.6,14.1,36.92
44.02,1.0,44,high,2.4GHz,-71.41,5.59,168.68
33.86,0.0,3,low,2.4GHz,-62.24,70.35,11.92
34.5,6.0,24,high,2.4GHz,-85.24,5.65,54.09
33.83,3.0,6,medium,2.4GHz,-72.87,24.08,16.17
34.11,0.0,2,high,5GHz,-69.68,113.04,24.06
37.48,4.0,48,low,5GHz,-89.02,8.53,500.0
33.66,6.0,33,medium,5GHz,-95.0,2.65,69.76
41.8,4.0,23,low,2.4GHz,-81.01,7.22,33.02
28.13,1.0,49,low,2.4GHz,-66.09,10.26,500.0
17.86,2.0,5,medium,2.4GHz,-66.28,39.37,17.6
23.61,1.0,47,low,5GHz,-67.37,39.79,321.22
22.29,3.0,25,high,2.4GHz,,5.64,46.1
16.96,2.0,8,low,2.4GHz,-61.27,45.22,3.69
21.07,2.0,15,low,5GHz,-67.04,,12.98
19.56,1.0,25,high,2.4GHz,-64.99,11.23,42.09
6.0,0.0,41,high,5GHz,-45.47,53.16,106.85
41.61,5.0,44,high,5GHz,-95.0,0.5,183.33
37.95,5.0,7,medium,5GHz,-95.0,6.12,31.77
17.21,0.0,21,medium,2.4GHz,-55.02,30.31,21.56
47.28,1.0,21,low,5GHz,-75.37,33.57,27.68
47.49,3.0,26,medium,5GHz,-90.11,4.95,45.53
42.91,4.0,28,medium,5GHz,-95.0,2.19,53.3
1.95,6.0,50,low,2.4GHz,-52.01,33.45,500.0
18.88,4.0,14,high,2.4GHz,-72.61,13.07,28.22
23.14,4.0,25,low,5GHz,-78.9,26.6,34.11
36.08,5.0,14,medium,2.4GHz,-83.04,11.08,26.84
31.92,4.0,10,medium,5GHz,-89.57,7.13,31.61
34.08,6.0,20,low,5GHz,-95.0,0.5,36.13
38.48,6.0,2,low,5GHz,-95.0,12.61,20.39
47.45,3.0,40,medium,2.4GHz,-78.84,8.16,98.14
27.8,0.0,24,high,2.4GHz,-65.74,11.26,38.62
45.25,6.0,23,low,5GHz,-95.0,4.8,39.86
40.83,2.0,26,medium,2.4GHz,-70.86,12.9,35.17
17.23,1.0,26,low,2.4GHz,-54.84,26.71,25.04
40.78,0.0,46,low,2.4GHz,-60.66,22.57,233.98
6.31,5.0,30,low,2.4GHz,-57.42,23.67,30.91
8.36,1.0,40,medium,2.4GHz,-52.59,22.32,89.13
49.62,6.0,42,low,2.4GHz,-88.03,7.29,128.54
21.72,1.0,4,low,5GHz,-64.6,159.98,6.79
23.3,0.0,41,low,5GHz,-62.35,51.4,94.55
47.58,4.0,41,low,2.4GHz,-76.3,13.61,104.89
18.41,1.0,32,high,5GHz,-68.42,29.9,58.64
12.23,1.0,4,medium,5GHz,-61.51,147.26,9.65
4.35,0.0,1,high,2.4GHz,-41.35,135.65,15.37
26.37,4.0,1,medium,2.4GHz,-73.19,59.15,13.86
10.38,1.0,36,low,2.4GHz,-50.05,25.66,53.2
3.71,5.0,28,medium,5GHz,-63.42,50.45,37.7
40.75,1.0,19,low,2.4GHz,-66.2,31.2,19.09
16.77,2.0,27,low,2.4GHz,-56.86,29.68,24.98
29.18,3.0,23,low,2.4GHz,-67.94,14.85,23.23
5.68,3.0,16,low,5GHz,-58.94,98.78,11.87
25.53,5.0,39,medium,5GHz,-93.31,5.86,96.85
31.78,0.0,24,low,5GHz,-65.31,59.45,23.82
22.77,1.0,28,low,2.4GHz,-60.18,23.04,32.05
17.21,5.0,47,medium,5GHz,-87.8,0.5,339.52
15.89,5.0,46,medium,5GHz,-87.32,6.01,251.89
5.91,2.0,34,low,5GHz,-53.15,72.63,44.04
6.23,0.0,46,low,2.4GHz,-42.77,30.44,231.85
25.04,5.0,18,medium,2.4GHz,-77.55,15.55,29.72
7.37,4.0,19,medium,5GHz,-73.76,42.17,25.78
11.56,3.0,47,low,2.4GHz,-57.03,22.2,315.17
8.66,2.0,45,medium,2.4GHz,-55.38,19.95,184.91
40.22,4.0,9,medium,5GHz,-92.11,12.46,29.6
22.76,2.0,1,medium,5GHz,-78.61,126.32,16.96
27.85,2.0,9,low,5GHz,-74.08,60.68,14.96
29.36,5.0,38,high,2.4GHz,-82.82,3.42,92.0
20.12,2.0,12,medium,2.4GHz,-64.72,23.45,17.38
15.27,6.0,50,low,2.4GHz,-72.58,14.19,500.0
19.43,3.0,12,high,2.4GHz,-71.82,16.45,33.15
26.97,3.0,9,medium,2.4GHz,-70.79,21.02,16.37
18.25,4.0,4,low,5GHz,-84.73,44.11,20.25
7.26,4.0,48,high,5GHz,-71.41,23.43,500.0
45.73,3.0,16,medium,2.4GHz,-77.36,19.92,26.46
36.75,2.0,42,low,2.4GHz,-66.18,13.63,112.48
3.78,5.0,28,medium,2.4GHz,-54.94,23.6,35.79
45.33,5.0,8,low,5GHz,-95.0,1.2,27.64
8.94,0.0,12,low,5GHz,-48.38,147.18,8.63
5.34,4.0,5,low,5GHz,-63.2,146.5,5.56
9.07,6.0,6,low,5GHz,-80.85,49.96,13.34
46.69,3.0,41,low,2.4GHz,-76.25,7.41,103.3
11.45,6.0,33,low,2.4GHz,-69.45,14.42,47.37
39.46,2.0,8,low,2.4GHz,-72.0,25.9,12.78
32.33,1.0,21,medium,2.4GHz,-63.47,20.45,20.57
26.15,3.0,12,low,5GHz,-79.1,41.92,22.81
18.6,0.0,33,low,5GHz,-53.27,72.48,42.87
5.1,0.0,7,low,2.4GHz,-41.8,79.96,10.0
35.68,4.0,13,medium,2.4GHz,,11.42,25.62
20.04,0.0,34,low,5GHz,-57.18,68.03,46.43
26.98,0.0,38,medium,2.4GHz,-64.01,15.2,73.67
3.06,3.0,49,low,2.4GHz,-41.2,31.13,500.0
38.91,1.0,49,medium,5GHz,-75.49,24.98,500.0
34.77,1.0,36,high,2.4GHz,-70.25,8.44,76.18
26.7,3.0,14,medium,2.4GHz,-68.79,24.97,21.87
25.07,2.0,42,medium,5GHz,-76.09,27.88,122.82
17.18,4.0,32,low,5GHz,-79.65,23.84,48.35
17.45,2.0,49,low,5GHz,-68.55,43.78,500.0
3.89,1.0,39,low,2.4GHz,-40.05,30.3,75.09
34.49,4.0,41,medium,5GHz,-93.11,0.5,117.26
2.73,6.0,28,medium,5GHz,-65.57,51.7,39.04
0.57,5.0,41,low,2.4GHz,-31.62,44.47,95.97
2.03,1.0,15,medium,2.4GHz,-34.61,49.06,13.73
10.57,3.0,5,medium,5GHz,-69.01,101.55,17.21
28.72,1.0,11,high,2.4GHz,-66.66,24.23,24.51
34.22,0.0,29,high,2.4GHz,-66.2,10.34,51.14
21.33,1.0,33,low,2.4GHz,-58.44,20.46,41.16
20.73,5.0,25,medium,2.4GHz,-75.78,11.07,35.64
